Planeta,Metodo,NumPlanetas,PeriodoOrbital,SemiejeMayor,Excentricidad,Inclinacion,MasaJup,RadioJup,Densidad,Distancia,MagnitudOptica,TempEfectiva,MasaEstelar,RadioEstelar,TamanoPlaneta,DistanciaCat,EdadEstrellaCat,MetodoSimplificado,TipoOrbita,SesgoTamano
GJ 676 A b,Radial Velocity,4,1056.80005,1.82,0.33,,4.96,,,16.9,9.58,3734.0,0.73,0.69,,Cercano,Fría,VelocidadRadial,Moderada,Subdetectado
GJ 676 A c,Radial Velocity,4,7337.0,6.6,,,6.8,,,16.9,9.58,3734.0,0.73,0.69,,Cercano,Fría,VelocidadRadial,Desconocida,Subdetectado
GJ 676 A d,Radial Velocity,4,3.6005,,0.262,,0.014,,,16.9,9.58,3734.0,0.73,0.69,,Cercano,Fría,VelocidadRadial,Moderada,Subdetectado
GJ 676 A e,Radial Velocity,4,35.39,,0.125,,0.025,,,16.9,9.58,3734.0,0.73,0.69,,Cercano,Fría,VelocidadRadial,Moderada,Subdetectado
GJ 687 b,Radial Velocity,1,38.14,0.17,0.04,,0.06,,,4.55,9.15,3340.0,0.45,0.43,,Cercano,Fría,VelocidadRadial,Circular,Subdetectado
GJ 832 b,Radial Velocity,2,3657.0,3.56,0.08,,0.68,,,4.97,8.66,3472.0,0.45,,,Cercano,Fría,VelocidadRadial,Circular,Subdetectado
GJ 832 c,Radial Velocity,2,35.68,0.163,0.18,,0.017,,,4.97,8.66,3472.0,0.45,,,Cercano,Fría,VelocidadRadial,Moderada,Subdetectado
GJ 849 b,Radial Velocity,1,1882.0,2.35,0.04,,1.0,,,8.8,10.37,3241.0,0.65,0.53,,Cercano,Fría,VelocidadRadial,Circular,Subdetectado
GJ 86 b,Radial Velocity,1,15.76491,0.11,0.04,,4.42,,,10.79,6.12,5182.0,0.93,0.77,,Cercano,Media,VelocidadRadial,Circular,Subdetectado
GJ 876 b,Radial Velocity,4,61.1166,0.208317,0.0324,59.0,2.2756,,,4.68,10.191,,0.32,0.3,,Cercano,,VelocidadRadial,Circular,Subdetectado
GJ 876 c,Radial Velocity,4,30.0881,0.12959,0.25591,59.0,0.7142,,,4.68,10.191,,0.32,0.3,,Cercano,,VelocidadRadial,Moderada,Subdetectado
GJ 876 d,Radial Velocity,4,1.93778,0.020807,0.207,59.0,0.021,,,4.68,10.191,,0.32,0.3,,Cercano,,VelocidadRadial,Moderada,Subdetectado
GJ 876 e,Radial Velocity,4,124.26,0.3343,0.055,59.0,0.046,,,4.68,10.191,,0.32,0.3,,Cercano,,VelocidadRadial,Circular,Subdetectado
GJ 96 b,Radial Velocity,1,73.94,0.291,0.44,,0.06186,,,11.94,9.345,3785.0,0.6,,,Cercano,Fría,VelocidadRadial,Eliptica,Subdetectado
GJ 9827 b,Transit,3,1.2089802,0.01888,,85.73,0.01076,0.145,4.5,30.32,10.25,4269.0,0.61,0.61,Pequeño,Cercano,Media,Transito,Desconocida,Subdetectado
GJ 9827 c,Transit,3,3.648083,0.03942,,88.05,0.00761,0.113,6.4,30.32,10.25,4269.0,0.61,0.61,Pequeño,Cercano,Media,Transito,Desconocida,Subdetectado
GJ 9827 d,Transit,3,6.201467,0.05615,,87.39,0.01636,0.185,3.23,30.32,10.25,4269.0,0.61,0.61,Pequeño,Cercano,Media,Transito,Desconocida,Subdetectado
GQ Lup b,Imaging,1,,100.0,,,20.0,3.0,,139.0,12.43,,0.7,,Grande,Medio,,ImagenDirecta,Desconocida,Detectable
GSC 06214-00210 b,Imaging,1,,320.0,,,16.0,,,145.0,12.375,4200.0,0.9,,,Medio,Media,ImagenDirecta,Desconocida,Subdetectado
GU Psc b,Imaging,1,,2000.0,,,11.3,1.265,,48.0,13.55,,0.33,,Mediano,Cercano,,ImagenDirecta,Desconocida,Detectable
HAT-P-1 b,Transit,1,4.46529976,0.05561,,85.634,0.525,1.319,0.282,139.0,10.34,5980.0,1.15,1.17,Mediano,Medio,Media,Transito,Desconocida,Detectable
HAT-P-11 b,Transit,2,4.88780244,0.05254,0.218,,0.07362,0.389,,37.81,9.174,4780.0,0.81,0.68,Pequeño,Cercano,Media,Transito,Moderada,Subdetectado
HAT-P-11 c,Radial Velocity,2,3407.0,4.13,0.601,,1.59519,,,37.81,9.174,4780.0,0.81,0.68,,Cercano,Media,VelocidadRadial,Eliptica,Subdetectado
HAT-P-12 b,Transit,1,3.2130598,0.0384,0.0,89.0,0.211,0.959,0.3192,142.5,12.84,4650.0,0.73,0.7,Mediano,Medio,Media,Transito,Circular,Subdetectado
HAT-P-13 b,Transit,2,2.91625,,0.0133,83.4,0.851,1.272,,214.0,10.622,5653.0,1.22,1.56,Mediano,Medio,Media,Transito,Circular,Detectable
HAT-P-13 c,Radial Velocity,2,446.27,,0.6616,,14.28,,,214.0,10.622,5653.0,1.22,1.56,,Medio,Media,VelocidadRadial,Eliptica,Subdetectado
HAT-P-14 b,Transit,1,4.62767,,0.11,83.5,3.44,1.42,,205.0,9.98,6600.0,2.65,1.82,Mediano,Medio,Caliente,Transito,Moderada,Detectable
HAT-P-15 b,Transit,1,10.8635,,0.19,89.1,1.94,1.06,,190.0,12.16,5568.0,1.0,1.07,Mediano,Medio,Media,Transito,Moderada,Detectable
HAT-P-16 b,Transit,1,2.77596,0.0413,0.036,86.6,4.193,1.289,2.42,235.0,10.812,6158.0,1.22,1.24,Mediano,Medio,Caliente,Transito,Circular,Detectable
HAT-P-17 b,Transit,2,10.33852,,0.35,89.2,0.58,1.05,,90.0,10.54,5246.0,0.99,0.87,Mediano,Cercano,Media,Transito,Moderada,Detectable
HAT-P-17 c,Radial Velocity,2,5584.0,5.6,0.39,,3.4,,,90.0,10.54,5246.0,0.99,0.87,,Cercano,Media,VelocidadRadial,Moderada,Subdetectado
HAT-P-18 b,Transit,1,5.508023,0.0559,0.084,88.8,0.197,0.995,0.25,166.0,12.759,4803.0,0.77,0.75,Mediano,Medio,Media,Transito,Circular,Subdetectado
HAT-P-19 b,Transit,1,4.008778,0.0466,0.067,88.2,0.292,1.132,0.25,215.0,12.901,4990.0,0.84,0.82,Mediano,Medio,Media,Transito,Circular,Detectable
HAT-P-2 b,Transit,1,5.6335158,0.06814,0.5172,,8.62,,,128.25,8.72,6380.0,1.33,1.39,,Medio,Caliente,Transito,Eliptica,Subdetectado
HAT-P-20 b,Transit,1,2.875317,0.0361,0.015,86.8,7.246,0.867,13.78,70.0,11.339,4595.0,0.76,0.69,Mediano,Cercano,Media,Transito,Circular,Subdetectado
HAT-P-21 b,Transit,1,4.12448,,0.23,87.2,4.87,1.11,,254.0,11.685,5588.0,1.24,1.21,Mediano,Medio,Media,Transito,Moderada,Detectable
HAT-P-22 b,Transit,1,3.21222,,0.02,86.9,2.47,1.15,,82.0,9.732,5302.0,1.13,1.11,Mediano,Cercano,Media,Transito,Circular,Detectable
HAT-P-23 b,Transit,1,1.21288,,0.11,85.1,1.34,1.09,,393.0,12.432,5905.0,0.58,0.96,Mediano,Medio,Media,Transito,Moderada,Detectable
HAT-P-24 b,Transit,1,3.35524,,0.07,88.6,0.75,1.3,,396.0,11.818,6373.0,1.37,1.38,Mediano,Medio,Caliente,Transito,Circular,Detectable
HAT-P-25 b,Transit,1,3.65281514,0.0466,0.023,88.22,0.569,1.135,0.483,297.0,13.19,5519.0,1.01,0.92,Mediano,Medio,Media,Transito,Circular,Detectable
HAT-P-26 b,Transit,1,4.23452,,0.12,88.6,0.07,0.63,,134.0,11.744,5079.0,1.12,0.87,Mediano,Medio,Media,Transito,Moderada,Subdetectado
HAT-P-27 b,Transit,1,3.039577,0.04,0.0,85.0,0.62,1.02,,204.0,,5300.0,0.94,0.9,Mediano,Medio,Media,Transito,Circular,Detectable
HAT-P-28 b,Transit,1,3.257215,0.0434,0.051,88.0,0.626,1.212,0.44,395.0,13.03,5680.0,1.02,1.1,Mediano,Medio,Media,Transito,Circular,Detectable
HAT-P-29 b,Transit,1,5.72319,,0.09,87.1,0.88,1.17,,322.0,11.9,6087.0,1.45,1.3,Mediano,Medio,Caliente,Transito,Circular,Detectable
HAT-P-3 b,Transit,1,2.8997,,0.0,87.24,0.65,0.94,,138.0,11.577,5185.0,1.06,0.87,Mediano,Medio,Media,Transito,Circular,Subdetectado
HAT-P-30 b,Transit,1,2.8106,,0.04,83.6,0.83,1.44,,193.0,10.419,6304.0,1.55,1.31,Mediano,Medio,Caliente,Transito,Circular,Detectable
HAT-P-31 b,Transit,1,5.00542,,0.25,87.1,2.27,1.09,,354.0,11.66,6065.0,1.31,1.39,Mediano,Medio,Caliente,Transito,Moderada,Detectable
HAT-P-32 b,Transit,1,2.15001,,0.0,88.9,0.83,1.75,,283.0,11.289,6207.0,1.09,1.19,Grande,Medio,Caliente,Transito,Circular,Detectable
HAT-P-33 b,Transit,1,3.47447,,0.0,87.2,0.92,1.85,,387.0,11.188,6446.0,1.82,1.79,Grande,Medio,Caliente,Transito,Circular,Detectable
HAT-P-34 b,Transit,1,5.45265,,0.44,87.1,7.01,1.35,,257.0,10.162,6442.0,4.26,1.73,Mediano,Medio,Caliente,Transito,Eliptica,Detectable
HAT-P-35 b,Transit,1,3.64671,,0.03,87.3,7.52,3.55,,535.0,12.46,6096.0,23.56,3.82,Grande,Lejano,Caliente,Transito,Circular,Detectable
HAT-P-36 b,Transit,1,1.32735,,0.06,86.0,1.53,1.15,,317.0,12.262,5560.0,0.78,1.0,Mediano,Medio,Media,Transito,Circular,Detectable
HAT-P-37 b,Transit,1,2.797436,0.0379,0.058,86.9,1.169,1.178,0.89,411.0,13.23,5500.0,0.93,0.88,Mediano,Medio,Media,Transito,Circular,Detectable
HAT-P-38 b,Transit,1,4.640382,0.0523,0.067,88.3,0.267,0.825,0.59,249.0,12.557,5330.0,0.89,0.92,Mediano,Medio,Media,Transito,Circular,Subdetectado
HAT-P-39 b,Transit,1,3.54387,0.0509,0.0,87.0,0.599,1.571,0.19,642.0,12.422,6430.0,1.4,1.62,Grande,Lejano,Caliente,Transito,Circular,Detectable
HAT-P-4 b,Transit,1,3.056536,0.04438,0.0,89.91,0.671,1.274,0.403,314.0,11.118,5860.0,,,Mediano,Medio,Media,Transito,Circular,Detectable
HAT-P-40 b,Transit,1,4.45724,,0.0,88.3,0.48,1.52,,501.0,11.699,6080.0,1.03,1.94,Grande,Lejano,Caliente,Transito,Circular,Detectable
HAT-P-41 b,Transit,1,2.69405,,0.0,87.7,1.19,2.05,,344.0,11.087,6390.0,2.56,2.05,Grande,Medio,Caliente,Transito,Circular,Detectable
HAT-P-42 b,Transit,1,4.641878,0.0575,0.0,85.9,1.044,1.28,0.61,447.0,12.168,5743.0,1.18,1.53,Mediano,Medio,Media,Transito,Circular,Detectable
HAT-P-43 b,Transit,1,3.332687,0.0443,0.0,88.7,0.662,1.281,0.39,542.0,13.356,5645.0,1.05,1.1,Mediano,Lejano,Media,Transito,Circular,Detectable
HAT-P-44 b,Transit,2,4.301219,0.0507,0.044,89.1,0.352,1.242,0.23,363.0,,5295.0,0.94,0.95,Mediano,Medio,Media,Transito,Circular,Detectable
HAT-P-44 c,Radial Velocity,2,872.2,1.752,0.494,,4.0,,,363.0,,5295.0,0.94,0.95,,Medio,Media,VelocidadRadial,Eliptica,Subdetectado
HAT-P-45 b,Transit,1,3.128992,0.0452,0.049,87.8,0.892,1.426,0.38,305.0,,6330.0,1.26,1.32,Mediano,Medio,Caliente,Transito,Circular,Detectable
HAT-P-46 b,Transit,1,4.463129,0.0577,0.123,85.5,0.493,1.284,0.28,296.0,,6120.0,1.28,1.4,Mediano,Medio,Caliente,Transito,Moderada,Detectable
HAT-P-49 b,Transit,1,2.69155,,0.0,86.2,2.2,1.59,,322.0,10.326,6820.0,2.22,2.06,Grande,Medio,Caliente,Transito,Circular,Detectable
HAT-P-5 b,Transit,1,2.78849,,0.0,86.75,0.98,1.21,,340.0,12.0,5960.0,1.04,1.12,Mediano,Medio,Media,Transito,Circular,Detectable
HAT-P-50 b,Transit,1,3.1220109,0.0453,0.115,83.65,1.35,1.288,0.78,497.0,11.762,6280.0,1.27,1.7,Mediano,Medio,Caliente,Transito,Moderada,Detectable
HAT-P-51 b,Transit,1,4.2180278,0.05069,0.123,88.48,0.309,1.293,0.178,470.0,13.44,5449.0,0.98,1.04,Mediano,Medio,Media,Transito,Moderada,Detectable
HAT-P-52 b,Transit,1,2.7535953,0.03694,0.047,87.02,0.818,1.009,0.98,385.0,14.068,5131.0,0.89,0.89,Mediano,Medio,Media,Transito,Circular,Detectable
HAT-P-53 b,Transit,1,1.9616241,0.03159,0.134,86.2,1.484,1.318,0.8,719.0,13.73,5956.0,1.09,1.21,Mediano,Lejano,Media,Transito,Moderada,Detectable
HAT-P-54 b,Transit,1,3.799847,0.04117,0.074,87.04,0.76,0.944,1.118,144.25,13.6,4390.0,0.65,0.62,Mediano,Medio,Media,Transito,Circular,Subdetectado
HAT-P-55 b,Transit,1,3.5852467,0.04604,0.139,87.7,0.582,1.182,0.435,480.0,13.207,5808.0,1.01,1.01,Mediano,Medio,Media,Transito,Moderada,Detectable
HAT-P-56 b,Transit,1,2.79083,,,82.13,2.31,1.51,,310.5,10.908,6566.0,1.42,1.47,Grande,Medio,Caliente,Transito,Desconocida,Detectable
HAT-P-57 b,Transit,1,2.4653,,0.0,88.26,1.41,1.74,,303.0,10.465,6330.0,2.77,1.85,Grande,Medio,Caliente,Transito,Circular,Detectable
HAT-P-6 b,Transit,1,3.85298,,0.0,85.51,1.32,1.48,,261.0,10.44,6570.0,1.79,1.62,Mediano,Medio,Caliente,Transito,Circular,Detectable
HAT-P-65 b,Transit,1,2.6054552,0.03951,0.304,84.2,0.527,1.89,0.096,841.0,13.145,5835.0,1.21,1.86,Grande,Lejano,Media,Transito,Moderada,Detectable
HAT-P-66 b,Transit,1,2.972086,0.04363,0.09,86.2,0.783,1.59,0.242,927.0,12.993,6002.0,1.25,1.88,Grande,Lejano,Caliente,Transito,Circular,Detectable
HAT-P-67 b,Transit,1,4.8101025,0.06505,0.0,88.8,0.34,2.085,0.052,320.0,10.069,6406.0,1.64,2.55,Grande,Medio,Caliente,Transito,Circular,Detectable
HAT-P-7 b,Transit,1,2.20474,,0.0,83.11,1.84,1.51,,320.0,10.463,6389.0,1.56,2.0,Grande,Medio,Caliente,Transito,Circular,Detectable
HAT-P-8 b,Transit,1,3.07634,,0.0,87.8,1.28,1.4,,230.0,10.3,6200.0,1.27,1.57,Mediano,Medio,Caliente,Transito,Circular,Detectable
HAT-P-9 b,Transit,1,3.92289,0.053,0.0,86.5,0.78,1.4,0.35,480.0,12.297,6350.0,1.28,1.32,Mediano,Medio,Caliente,Transito,Circular,Detectable
HATS-1 b,Transit,1,3.446459,0.0444,0.12,85.6,1.855,1.302,1.03,303.0,12.053,5870.0,0.99,1.04,Mediano,Medio,Media,Transito,Moderada,Detectable
HATS-10 b,Transit,1,3.312846,0.04491,0.501,87.79,0.526,0.969,0.7,496.0,13.113,5880.0,1.1,1.1,Mediano,Medio,Media,Transito,Eliptica,Subdetectado
HATS-11 b,Transit,1,3.619188,0.0507,,,,1.609,,967.34,14.018,6563.0,1.33,1.54,Grande,Lejano,Caliente,Transito,Desconocida,Detectable
HATS-12 b,Transit,1,3.142702,0.0441,,,,0.692,,512.41,12.756,6357.0,1.16,1.17,Mediano,Lejano,Caliente,Transito,Desconocida,Subdetectado
HATS-13 b,Transit,1,3.0440499,0.04057,0.181,88.55,0.543,1.212,0.377,476.0,13.887,5523.0,0.96,0.89,Mediano,Medio,Media,Transito,Moderada,Detectable
HATS-14 b,Transit,1,2.7667641,0.03815,0.142,88.83,1.071,1.039,1.191,513.0,13.79,5346.0,0.97,0.93,Mediano,Lejano,Media,Transito,Moderada,Detectable
HATS-15 b,Transit,1,1.74748753,0.02712,0.126,87.13,2.17,1.105,1.97,689.0,14.774,5311.0,0.87,0.92,Mediano,Lejano,Media,Transito,Moderada,Detectable
HATS-16 b,Transit,1,2.686502,0.03744,0.0,83.53,3.27,1.3,1.86,774.0,13.834,5738.0,0.97,1.24,Mediano,Lejano,Media,Transito,Circular,Detectable
HATS-17 b,Transit,1,16.254611,0.1308,0.029,89.08,1.338,0.777,3.5,339.0,12.39,5846.0,1.13,1.09,Mediano,Medio,Media,Transito,Circular,Subdetectado
HATS-18 b,Transit,1,0.8378434,0.01761,0.166,85.5,1.98,1.337,1.02,645.0,14.067,5600.0,1.04,1.02,Mediano,Lejano,Media,Transito,Moderada,Detectable
HATS-2 b,Transit,1,1.354133,0.023,0.0,87.2,1.345,1.168,1.05,360.0,13.562,5227.0,0.88,0.9,Mediano,Medio,Media,Transito,Circular,Detectable
HATS-22 b,Transit,1,4.7228124,0.05025,0.079,87.96,2.74,0.953,3.89,207.9,13.455,4803.0,0.76,0.69,Mediano,Medio,Media,Transito,Circular,Subdetectado
HATS-23 b,Transit,1,2.1605156,0.03397,0.114,81.02,1.47,1.86,0.29,747.0,13.901,5780.0,1.12,1.2,Grande,Lejano,Media,Transito,Moderada,Detectable
HATS-24 b,Transit,1,1.3484954,0.02547,0.242,86.6,2.44,1.487,0.92,510.0,12.83,6346.0,1.21,1.17,Mediano,Lejano,Caliente,Transito,Moderada,Detectable
HATS-25 b,Transit,1,4.2986432,0.05163,0.176,86.93,0.613,1.26,0.38,466.0,13.097,5715.0,0.99,1.11,Mediano,Medio,Media,Transito,Moderada,Detectable
HATS-26 b,Transit,1,3.3023881,0.04735,0.245,86.2,0.65,1.75,0.153,907.0,12.955,6071.0,1.3,2.04,Grande,Lejano,Caliente,Transito,Moderada,Detectable
HATS-27 b,Transit,1,4.637038,0.0611,0.581,87.3,0.53,1.5,0.18,840.0,12.766,6438.0,1.42,1.74,Mediano,Lejano,Caliente,Transito,Eliptica,Detectable
HATS-28 b,Transit,1,3.1810781,0.04131,0.202,86.17,0.672,1.194,0.48,521.0,13.934,5498.0,0.93,0.92,Mediano,Lejano,Media,Transito,Moderada,Detectable
HATS-29 b,Transit,1,4.6058749,0.05475,0.158,87.37,0.653,1.251,0.411,351.0,12.612,5670.0,1.03,1.07,Mediano,Medio,Media,Transito,Moderada,Detectable
HATS-3 b,Transit,1,3.547851,0.0485,0.0,86.2,1.071,1.381,0.51,453.0,12.44,6351.0,1.21,1.4,Mediano,Medio,Caliente,Transito,Circular,Detectable
HATS-30 b,Transit,1,3.1743516,0.04354,0.096,86.84,0.706,1.175,0.543,339.0,12.192,5943.0,1.09,1.06,Mediano,Medio,Media,Transito,Circular,Detectable
HATS-31 b,Transit,1,3.37796,0.0478,0.233,85.0,0.88,1.64,0.243,872.0,13.105,6050.0,1.27,1.87,Grande,Lejano,Caliente,Transito,Moderada,Detectable
HATS-32 b,Transit,1,2.8126548,0.04024,0.471,87.1,0.92,1.249,0.58,839.0,14.384,5700.0,1.1,1.1,Mediano,Lejano,Media,Transito,Eliptica,Detectable
HATS-33 b,Transit,1,2.5495551,0.03727,0.08,87.62,1.192,1.23,0.79,255.0,11.911,5659.0,1.06,1.02,Mediano,Medio,Media,Transito,Circular,Detectable
HATS-34 b,Transit,1,2.1061607,0.03166,0.108,82.28,0.941,1.43,0.4,532.0,13.849,5380.0,0.95,0.98,Mediano,Lejano,Media,Transito,Moderada,Detectable
HATS-35 b,Transit,1,1.8209993,0.03199,0.306,86.9,1.222,1.464,0.484,557.0,12.56,6300.0,1.32,1.43,Mediano,Lejano,Caliente,Transito,Moderada,Detectable
HATS-36 b,Transit,1,4.175186,0.0523,,,,1.153,,878.65,14.386,5950.0,1.1,1.1,Mediano,Lejano,Media,Transito,Desconocida,Detectable
HATS-39 b,Transit,1,4.5776348,0.06007,0.275,84.98,0.63,1.57,0.202,773.0,12.746,6572.0,1.38,1.62,Grande,Lejano,Caliente,Transito,Moderada,Detectable
HATS-4 b,Transit,1,2.516729,0.0362,0.013,88.5,1.323,1.02,1.55,420.0,13.459,5403.0,1.0,0.93,Mediano,Medio,Media,Transito,Circular,Detectable
HATS-40 b,Transit,1,3.2642736,0.04997,0.312,85.8,1.59,1.58,0.49,1431.0,13.377,6460.0,1.56,2.26,Grande,Lejano,Caliente,Transito,Moderada,Detectable
HATS-41 b,Transit,1,4.193649,0.0583,0.38,80.4,9.7,1.33,5.1,800.0,12.681,6424.0,1.5,1.71,Mediano,Lejano,Caliente,Transito,Moderada,Detectable
HATS-42 b,Transit,1,2.292102,0.03689,0.229,85.1,1.88,1.4,0.83,942.0,13.617,6060.0,1.27,1.48,Mediano,Lejano,Caliente,Transito,Moderada,Detectable
HATS-43 b,Transit,1,4.3888497,0.04944,0.173,89.24,0.261,1.18,0.191,341.0,13.593,5099.0,0.84,0.81,Mediano,Medio,Media,Transito,Moderada,Detectable
HATS-44 b,Transit,1,2.7439004,0.03649,0.279,84.65,0.56,1.067,0.56,463.0,14.428,5080.0,0.86,0.85,Mediano,Medio,Media,Transito,Moderada,Detectable
HATS-45 b,Transit,1,4.1876244,0.05511,0.24,85.61,0.7,1.286,0.41,818.0,13.307,6450.0,1.27,1.31,Mediano,Lejano,Caliente,Transito,Moderada,Detectable
HATS-46 b,Transit,1,4.7423729,0.05367,0.559,87.32,0.173,0.903,0.28,448.0,13.634,5495.0,0.92,0.85,Mediano,Medio,Media,Transito,Eliptica,Subdetectado
HATS-5 b,Transit,1,4.763387,0.0542,0.019,89.3,0.237,0.912,0.39,257.0,12.63,5304.0,0.94,0.87,Mediano,Medio,Media,Transito,Circular,Subdetectado
HATS-50 b,Transit,1,3.8297015,0.05046,0.516,87.54,0.39,1.13,0.33,717.0,14.033,5990.0,1.17,1.12,Mediano,Lejano,Media,Transito,Eliptica,Detectable
HATS-51 b,Transit,1,3.3488702,0.04639,0.33,87.1,0.768,1.41,0.34,478.0,12.471,5758.0,1.19,1.44,Mediano,Medio,Media,Transito,Moderada,Detectable
HATS-52 b,Transit,1,1.36665436,0.02498,0.246,84.7,2.24,1.382,1.06,631.0,13.669,6010.0,1.11,1.05,Mediano,Lejano,Caliente,Transito,Moderada,Detectable
HATS-53 b,Transit,1,3.8537768,0.04753,0.33,88.78,0.595,1.34,0.303,613.0,13.79,5644.0,0.96,1.1,Mediano,Lejano,Media,Transito,Moderada,Detectable
HATS-59 b,Transit,2,5.416081,0.06112,0.129,88.1,0.806,1.126,0.7,654.88,13.951,5670.0,1.04,1.04,Mediano,Lejano,Media,Transito,Moderada,Detectable
HATS-59 c,Radial Velocity,2,1422.0,2.504,0.083,,12.7,,,654.88,13.951,5670.0,1.04,1.04,,Lejano,Media,VelocidadRadial,Circular,Subdetectado
HATS-6 b,Transit,1,3.3252725,0.03623,0.0,88.21,0.319,0.998,0.399,148.4,15.16,3724.0,0.57,0.57,Mediano,Medio,Fría,Transito,Circular,Subdetectado
HATS-60 b,Transit,1,3.560829,0.04708,0.191,86.28,0.662,1.153,0.537,494.3,12.641,5688.0,1.1,1.46,Mediano,Medio,Media,Transito,Moderada,Detectable
HATS-61 b,Transit,1,7.817953,0.07908,0.092,87.15,3.4,1.195,2.47,694.0,13.233,5542.0,1.08,1.66,Mediano,Lejano,Media,Transito,Circular,Detectable
HATS-62 b,Transit,1,3.2768837,0.04163,0.298,87.92,0.179,1.055,0.076,516.8,14.015,5416.0,0.9,0.93,Mediano,Lejano,Media,Transito,Moderada,Detectable
HATS-63 b,Transit,1,3.0566527,0.04026,0.136,84.86,0.96,1.207,0.67,634.8,13.892,5627.0,0.93,1.07,Mediano,Lejano,Media,Transito,Moderada,Detectable
HATS-64 b,Transit,1,4.908897,0.06562,0.151,87.24,0.96,1.679,0.245,1083.0,12.924,6554.0,1.56,2.11,Grande,Lejano,Caliente,Transito,Moderada,Detectable
HATS-65 b,Transit,1,3.105161,0.04497,0.062,84.82,0.821,1.501,0.3,495.0,12.497,6277.0,1.26,1.31,Grande,Medio,Caliente,Transito,Circular,Detectable
HATS-66 b,Transit,1,3.1414391,0.04714,0.064,87.06,5.33,1.411,2.34,1538.0,14.095,6626.0,1.41,1.84,Mediano,Lejano,Caliente,Transito,Circular,Detectable
HATS-67 b,Transit,1,1.6091788,0.03032,0.057,79.03,1.45,1.685,0.374,982.0,13.653,6594.0,1.44,1.44,Grande,Lejano,Caliente,Transito,Circular,Detectable
HATS-68 b,Transit,1,3.5862202,0.05071,0.036,83.21,1.29,1.232,0.856,618.2,12.276,6147.0,1.35,1.75,Mediano,Lejano,Caliente,Transito,Circular,Detectable
HATS-69 b,Transit,1,2.2252577,0.03211,0.519,88.49,0.577,0.945,0.46,420.3,13.945,5137.0,0.89,0.88,Mediano,Medio,Media,Transito,Eliptica,Subdetectado
HATS-7 b,Transit,1,3.185315,0.04012,0.17,87.92,0.12,0.563,0.83,257.0,13.34,4985.0,0.85,0.81,Mediano,Medio,Media,Transito,Moderada,Subdetectado
HATS-70 b,Transit,1,1.8882378,0.03632,0.18,86.7,12.9,1.384,6.64,1307.0,12.574,7930.0,1.78,1.88,Mediano,Lejano,Caliente,Transito,Moderada,Detectable
HATS-8 b,Transit,1,3.583893,0.04667,0.376,87.8,0.138,0.873,0.259,829.0,14.03,5679.0,1.06,1.09,Mediano,Lejano,Media,Transito,Moderada,Subdetectado
HATS-9 b,Transit,1,1.915291,0.0312,,,,1.236,,654.36,13.276,5599.0,1.1,1.56,Mediano,Lejano,Media,Transito,Desconocida,Detectable
HD 100546 b,Imaging,1,,53.0,,,,6.9,,97.0,6.704,10500.0,2.4,,Grande,Cercano,Caliente,ImagenDirecta,Desconocida,Detectable
HD 100655 b,Radial Velocity,1,157.57001,0.68,0.09,,1.61,,,137.72,6.45,4891.0,2.28,10.06,,Medio,Media,VelocidadRadial,Circular,Subdetectado
HD 100777 b,Radial Velocity,1,383.70001,1.03,0.36,,1.03,,,49.6,8.418,5533.0,0.83,1.04,,Cercano,Media,VelocidadRadial,Moderada,Subdetectado
HD 10180 c,Radial Velocity,6,5.75969,0.06412,0.073,,0.0416,,,39.02,7.321,5911.0,1.06,1.11,,Cercano,Media,VelocidadRadial,Circular,Subdetectado
HD 10180 d,Radial Velocity,6,16.357,0.12859,0.131,,0.0378,,,39.02,7.321,5911.0,1.06,1.11,,Cercano,Media,VelocidadRadial,Moderada,Subdetectado
HD 10180 e,Radial Velocity,6,49.748,0.2699,0.051,,0.0805,,,39.02,7.321,5911.0,1.06,1.11,,Cercano,Media,VelocidadRadial,Circular,Subdetectado
HD 10180 f,Radial Velocity,6,122.744,0.4929,0.119,,0.0722,,,39.02,7.321,5911.0,1.06,1.11,,Cercano,Media,VelocidadRadial,Moderada,Subdetectado
HD 10180 g,Radial Velocity,6,604.67,1.427,0.263,,0.0732,,,39.02,7.321,5911.0,1.06,1.11,,Cercano,Media,VelocidadRadial,Moderada,Subdetectado
HD 10180 h,Radial Velocity,6,2205.0,3.381,0.095,,0.2066,,,39.02,7.321,5911.0,1.06,1.11,,Cercano,Media,VelocidadRadial,Circular,Subdetectado
HD 101930 b,Radial Velocity,1,70.46,0.3,0.11,,0.25,,,30.05,8.21,5108.0,0.57,0.86,,Cercano,Media,VelocidadRadial,Moderada,Subdetectado
HD 102117 b,Radial Velocity,1,20.8133,0.15,0.12,,0.17,,,39.62,7.47,5655.0,1.06,1.23,,Cercano,Media,VelocidadRadial,Moderada,Subdetectado
HD 102195 b,Radial Velocity,1,4.11377,0.05,0.0,,0.41,,,29.36,8.062,5301.0,0.76,0.82,,Cercano,Media,VelocidadRadial,Circular,Subdetectado
HD 102272 b,Radial Velocity,1,127.58,0.51,0.05,,4.94,,,350.01,8.69,4790.0,1.45,10.3,,Medio,Media,VelocidadRadial,Circular,Subdetectado
HD 102329 b,Radial Velocity,2,778.09998,1.81,0.21,,8.16,,,218.42,8.04,4745.0,3.21,9.82,,Medio,Media,VelocidadRadial,Moderada,Subdetectado
